2.789760573497597207e+00,7.095036212914621387e+00,9.722965837886896168e+00,0.000000000000000000e+00
4.916863219379904670e+00,4.812325187715549291e+00,1.899555767032353737e+00,0.000000000000000000e+00
7.331924795497785752e+00,8.802715568009911173e-01,4.198340275879933969e+00,0.000000000000000000e+00
4.247314534887491888e+00,2.354759738825096260e+00,3.667322280946905266e-03,0.000000000000000000e+00
2.685180375283032994e+00,2.315929571994252978e+00,9.095698975080479531e-01,0.000000000000000000e+00
9.154793234373086008e+00,2.943415024239963707e+00,5.581986663951083116e+00,1.000000000000000000e+00
7.962486811057108760e+00,4.149274679865002646e+00,3.278889569382826608e+00,1.000000000000000000e+00
1.038855434679346601e+00,3.953184686444022322e-01,9.751051409933519931e-01,1.000000000000000000e+00
1.452361131929247318e+00,8.400479533233538021e+00,7.111743041514323238e+00,0.000000000000000000e+00
8.913434657795018978e+00,4.359182754883905719e-01,8.690591710532332925e+00,1.000000000000000000e+00
1.614530438619052877e+00,4.249948490540561785e+00,4.075504910241234402e-01,1.000000000000000000e+00
8.443712732075001171e+00,2.617626219606731475e+00,7.481364774583236787e+00,0.000000000000000000e+00
8.139560014694900758e+00,6.504649708647248119e+00,7.767261865169605706e-01,1.000000000000000000e+00
3.260424321239176138e+00,4.168124824254726413e-01,9.476495235695928443e+00,0.000000000000000000e+00
7.250391139603392432e+00,9.106701230745548159e+00,7.190019513976619869e+00,1.000000000000000000e+00
2.905964096328173873e+00,5.510244429440746217e+00,2.418505520351732496e+00,1.000000000000000000e+00
3.832287234772657758e+00,6.234762312751267466e+00,5.109538368449340950e+00,0.000000000000000000e+00
3.125986057518653993e+00,2.778280455742423438e+00,3.846212414406398050e+00,1.000000000000000000e+00
6.297329450200177092e+00,8.811525142658721776e+00,7.899877107136504151e+00,0.000000000000000000e+00
9.402244465531637729e+00,4.697558536711059496e+00,7.251289357958078163e+00,0.000000000000000000e+00
4.897177624256938699e+00,2.390795378503679736e+00,3.027263232022920914e+00,1.000000000000000000e+00
6.809878873186285375e+00,7.140946292894837732e+00,5.767351836794611941e+00,0.000000000000000000e+00
2.463888074461601185e+00,5.737589594994147113e+00,2.020318465054280477e+00,1.000000000000000000e+00
7.552643690219877470e+00,6.857703719328186232e+00,7.422967772644070372e+00,0.000000000000000000e+00
7.514561144743363563e+00,8.303574689202394055e+00,5.165146380929340530e+00,0.000000000000000000e+00
9.924239356573294479e-01,5.588420654555882550e+00,7.321657573443704159e+00,1.000000000000000000e+00
4.170532906932967521e+00,4.009358452926957916e+00,3.931521891388398693e+00,0.000000000000000000e+00
4.963787677903565232e+00,9.578464769119589661e+00,6.277585138051710700e+00,0.000000000000000000e+00
5.882766571576021342e+00,5.010911177711103726e+00,5.564881192634723028e+00,0.000000000000000000e+00
6.668077449144624858e+00,3.407247740583439821e+00,1.515267193992495542e+00,1.000000000000000000e+00
6.251136027982491683e+00,6.580064332937615390e+00,4.695569208908381142e+00,0.000000000000000000e+00
8.857490409870010240e+00,9.780636014554353608e+00,8.966028142702100467e+00,0.000000000000000000e+00
2.695872945940195109e+00,8.738435307964424581e+00,7.601103297758969646e+00,0.000000000000000000e+00
6.461425186718493308e+00,5.277951165417745116e+00,6.885957001974344571e+00,1.000000000000000000e+00
7.657070643887790240e+00,1.316221759557385518e+00,7.058429149335906594e+00,1.000000000000000000e+00
6.560922681622537667e+00,1.014841832611936834e+00,9.600641010389058039e+00,1.000000000000000000e+00
8.673983458815316183e+00,3.742354368317974078e+00,8.956776141775137035e+00,0.000000000000000000e+00
8.102552982956614969e+00,9.645422055106759984e+00,6.886356016024302917e+00,0.000000000000000000e+00
2.951484034035435577e+00,3.594821096025269114e-02,7.065818373100486660e+00,1.000000000000000000e+00
1.524962579195364709e+00,3.322064983369912294e+00,4.972851822749389861e+00,1.000000000000000000e+00
1.499862456339480232e+00,1.917233089812009350e-01,5.407308853448507868e+00,1.000000000000000000e+00
1.310531323919897906e+00,9.181978859749037269e+00,4.327972882463915205e-01,1.000000000000000000e+00
3.111063743272891813e+00,4.394506567543151832e+00,7.400436398021337681e+00,1.000000000000000000e+00
4.757504130382288920e+00,3.208345787448955377e+00,8.555756973179629021e-01,1.000000000000000000e+00
1.613454025280116610e+00,4.354763505359521503e+00,8.637214573594665268e+00,0.000000000000000000e+00
4.645981439133898050e+00,6.384642206505974915e-01,5.073803474326543661e-01,1.000000000000000000e+00
1.911128007728489786e+00,9.376375924236153736e+00,1.028948088366360425e+00,0.000000000000000000e+00
9.683528171598549505e+00,5.430444923911413646e+00,2.957932659182160862e-01,0.000000000000000000e+00
2.503043183063937693e+00,8.017810534877153117e+00,8.420164992886414623e+00,0.000000000000000000e+00
9.547003367879591806e-01,7.281032835925211444e+00,5.009229393539368580e+00,1.000000000000000000e+00
3.153502938348219153e+00,8.833475101856297584e+00,8.094665782553516209e+00,0.000000000000000000e+00
5.751400972905409859e+00,8.878301495274971700e+00,9.207017245935433802e-01,0.000000000000000000e+00
7.818080865938586754e+00,2.094298000386433323e+00,5.129598202167297671e+00,1.000000000000000000e+00
4.638386792722798191e+00,4.740213672028639635e+00,3.905751577781673145e+00,1.000000000000000000e+00
1.999030740932457029e+00,4.718088418885316493e+00,2.688979963073997226e+00,1.000000000000000000e+00
1.621400731068509682e+00,1.149742772515033318e+00,2.123446846278860267e+00,1.000000000000000000e+00
2.981828762917460907e+00,4.043901769874206131e+00,6.790972457856890188e+00,0.000000000000000000e+00
4.752138958216097997e+00,3.539908822065526373e+00,1.005732261789096249e+00,0.000000000000000000e+00
5.282185347836934497e+00,3.342481729711965777e+00,3.648250110690768544e+00,0.000000000000000000e+00
8.925017320005523835e-01,2.654202333095615707e+00,6.939172388548021431e+00,0.000000000000000000e+00
6.204067408293200359e+00,1.997770240105742889e+00,6.872072694234460322e+00,1.000000000000000000e+00
8.800976569940671013e+00,8.231622211575166048e+00,9.254261554817153623e+00,0.000000000000000000e+00
6.686713430028535576e+00,3.713945075833586795e+00,7.609026681163856054e+00,0.000000000000000000e+00
8.400160290301144528e+00,8.026809491713928324e+00,8.762414397495811968e+00,0.000000000000000000e+00
7.951170114387449139e+00,6.429790890980441986e+00,9.560445276874907083e-01,0.000000000000000000e+00
5.508249995550874800e+00,4.169871326550616430e+00,2.819522726153156356e-01,1.000000000000000000e+00
2.532563171832666882e+00,5.200663021995390878e+00,9.467546912661434888e+00,1.000000000000000000e+00
1.111351132337228265e+00,3.413054918107994773e+00,5.188365060531177519e+00,1.000000000000000000e+00
7.626993538898844349e+00,8.787520928165915013e-01,2.110987924507453428e+00,0.000000000000000000e+00
3.831408439172068192e-02,4.010869495848867317e+00,7.050535163847826414e-01,0.000000000000000000e+00
3.417302468356757661e+00,7.207752578903015017e-01,4.502295649163733593e+00,1.000000000000000000e+00
3.452724178623639339e+00,6.541296218770398241e-01,6.991277262907583889e+00,0.000000000000000000e+00
6.886671530698972532e+00,8.433360350874661293e+00,9.121242647139682802e+00,0.000000000000000000e+00
9.358645159418721438e-01,6.883933166461603470e+00,4.262602124093607614e+00,1.000000000000000000e+00
4.829255827798295542e+00,1.248898394056033867e+00,1.353302424502803580e+00,0.000000000000000000e+00
7.105214936390165548e+00,1.410900129454903951e+00,5.703215956499794181e+00,1.000000000000000000e+00
1.815101590564863754e+00,7.964031414458011326e+00,5.674440703843697253e-01,0.000000000000000000e+00
4.905389304787934890e+00,8.946191523832686343e+00,4.941441315719269589e+00,0.000000000000000000e+00
4.736933941651101598e+00,7.942045530118450714e+00,2.531844914573930794e+00,0.000000000000000000e+00
8.891343069878445249e+00,2.433212909885145159e+00,8.066130660516552808e+00,0.000000000000000000e+00
2.331034435107623981e+00,8.823782408840800784e+00,9.913960061881793351e+00,0.000000000000000000e+00
7.774713095159813125e-01,1.730158654685245434e+00,5.849292313635936935e+00,0.000000000000000000e+00
1.028794896524171110e+00,7.256967244627846370e+00,1.413886995689366266e+00,1.000000000000000000e+00
3.938402324553147427e+00,1.563792530178664819e-01,4.142879271191162616e+00,1.000000000000000000e+00
4.545730788377957410e+00,7.860285057134296594e+00,2.009840495921934256e+00,1.000000000000000000e+00
1.765884936231347790e+00,2.528525952647331376e+00,2.869928839592602365e+00,0.000000000000000000e+00
6.585018134125112610e+00,8.176727315011728336e+00,6.036117041278935780e+00,0.000000000000000000e+00
5.825222745969477423e+00,7.269843429062956552e+00,3.700534615536796856e+00,1.000000000000000000e+00
2.770925134164569315e+00,9.839060060317468270e+00,6.537120375921505300e+00,0.000000000000000000e+00
2.369172295707717701e+00,7.756841607576850706e+00,5.088473914244017848e+00,0.000000000000000000e+00
1.105725749780540612e+00,7.844622579853444133e-01,1.440733795068722678e+00,1.000000000000000000e+00
9.090533664623519527e+00,5.249218953266558074e+00,1.793489745346292796e+00,1.000000000000000000e+00
2.355174335276425168e+00,2.287015820247556341e+00,3.137368463452305800e+00,1.000000000000000000e+00
3.029067525842151554e+00,7.020831624599078502e+00,5.813936877683495652e+00,0.000000000000000000e+00
3.482778392934959832e+00,1.429020785228463097e-01,3.152254020258059342e+00,1.000000000000000000e+00
7.962792795424365799e+00,6.118067529455883502e+00,5.364148227735825003e+00,0.000000000000000000e+00
9.382627710477496663e+00,1.174406669258855063e+00,3.252033515461898450e+00,1.000000000000000000e+00
6.012340248072759685e+00,9.129120950459610029e+00,3.368830334343457800e+00,0.000000000000000000e+00
4.573353860538715843e+00,4.053471949730951707e+00,5.537614855346415510e+00,0.000000000000000000e+00
8.652707257902353177e+00,2.607974522864809686e+00,4.027294061336375464e+00,0.000000000000000000e+00
3.842374533563785999e+00,3.627610698022305513e+00,3.698649391841409617e+00,1.000000000000000000e+00
6.734600167156434836e+00,1.915340622053951503e-01,8.542647801159755971e+00,1.000000000000000000e+00
4.440460524511268048e+00,8.290253147454269111e+00,4.056020320569486692e-01,1.000000000000000000e+00
7.134690772859143770e+00,9.638562148239049776e+00,1.555217761235022644e+00,0.000000000000000000e+00
6.910285258125245633e+00,6.556839206319570401e+00,7.212873068883219219e+00,0.000000000000000000e+00
1.627766726007484621e-01,7.572523769484061695e+00,1.315006453290682442e+00,1.000000000000000000e+00
3.060997237761656997e+00,3.009156471972364244e+00,6.404455785541353308e+00,1.000000000000000000e+00
9.688137846144345033e+00,3.849390771403120581e+00,1.538391853117868635e+00,0.000000000000000000e+00
7.489438140762266549e+00,1.825351407531332626e+00,4.825620475499148299e-01,0.000000000000000000e+00
2.097686167342206254e+00,8.054672219498804075e-01,6.583296010909292839e+00,1.000000000000000000e+00
7.840123002741056446e+00,2.041319498268304500e+00,5.731945272154836069e+00,1.000000000000000000e+00
1.944786270753205981e+00,9.230272683480148288e+00,8.799216112020641134e+00,0.000000000000000000e+00
9.308200613323439399e+00,9.688089294517075345e+00,9.171399422997172479e+00,0.000000000000000000e+00
5.047969914158922933e-01,7.935519316969530834e+00,7.063709634552482797e+00,0.000000000000000000e+00
5.787137032930518288e+00,5.624342114350064925e+00,5.425902920197906099e+00,0.000000000000000000e+00
1.970718737669440168e+00,5.645182656813865663e+00,7.912511597972519795e+00,1.000000000000000000e+00
9.970052049352631229e+00,6.528954301435008212e-01,1.059882686643615068e+00,0.000000000000000000e+00
1.228783997983803333e+00,6.565423051656643416e+00,1.028470956148103133e+00,0.000000000000000000e+00
9.462658731421230485e+00,8.359764656337629773e+00,4.989948961688056350e+00,0.000000000000000000e+00
3.919708149588655210e+00,5.277610143532342590e+00,8.130188981302449491e+00,0.000000000000000000e+00
4.644687249433179232e+00,1.776102020978188589e+00,1.575266973610248700e+00,0.000000000000000000e+00
5.783802775529442997e+00,1.387220601642427109e+00,3.905462064671990419e+00,0.000000000000000000e+00
6.132328834955560026e+00,7.556557015498034602e+00,5.055125135217697352e-01,0.000000000000000000e+00
8.815502702002447677e+00,5.652651866857882013e+00,1.086036071942423353e+00,0.000000000000000000e+00
2.682133164552944482e+00,8.415312738576975704e+00,2.971901753241779076e-01,0.000000000000000000e+00
5.662993727972713387e+00,8.881192001720529916e+00,3.102436425183140223e+00,0.000000000000000000e+00
7.037135355441224149e+00,3.642466876998810221e+00,3.533426581154199830e+00,1.000000000000000000e+00
2.070998946900145299e+00,3.541314376736312219e+00,6.093673624408787681e+00,0.000000000000000000e+00
6.893413431356574250e+00,9.561661604756954702e-01,2.197794082219206580e+00,1.000000000000000000e+00
9.540534485813916277e+00,9.843417600836650294e+00,7.463930023183907636e+00,0.000000000000000000e+00
4.841487921685811102e+00,7.684420807571709311e+00,1.616306145290243856e+00,0.000000000000000000e+00
5.026393380244598141e+00,5.220404058970840033e-02,4.477425137805255417e+00,1.000000000000000000e+00
6.588641065423605170e+00,8.309061733155019169e+00,1.846776166943115971e+00,0.000000000000000000e+00
8.661881948189442681e+00,9.486747433759779025e-01,3.110158517056561323e+00,1.000000000000000000e+00
8.161321567505510188e+00,2.516909175008315014e+00,4.010938463271287446e+00,0.000000000000000000e+00
